DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width,Back Deck Overhang in,Running Gear Contact Patch Area in2,SMET FCC Length in,SMET FCC CtoC Turning Diameter in
603,0,1,1,0,4,3,0,0,1,0,105,22,2,0,0,0,6,0,0,0,0,0,1,0,12.5,7,1,1,0,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,14,1,4,0,0,0,1,0,0,12.5,2828,124.5,150.8238105
604,12,2,0,1,22,4,0,0,0,1,91,45,1,37.632,28.64,22.165,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,0,0,5,166.1316083,101,169.8973446
605,8,2,0,1,0,1,1,0,0,0,69,25,2,0,0,0,6,0,0,0,0,0,1,0,11.5,8,3,0,0,1,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,19,1,2,0,1,0,0,1,7.241,3.5,1339.184,79.741,137.4868251
606,6,2,0,1,18,3,0,0,1,0,95,26,2,0,0,0,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,4,0,0,0,1,1,8.533,1,2490,104.533,168.2416788
607,0,1,1,0,4,2,0,1,0,0,127,56,2,0,0,0,4,0,0,0,1,0,0,0,7,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,2,0,1,0,0,0,0,7,0,140,156.5247584
608,7,2,0,1,0,4,0,0,0,1,124,27,1,20.584,35.306,13.513,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0,10,124.5987062,144,123.169462
609,1,2,0,1,16,2,0,1,0,0,55,55,1,26.438,32.669,15.587,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,12,1,3,0,0,1,0,1,6.409,32,0,119,175.4411801
610,5,1,1,0,23,3,0,0,1,0,112,45,2,0,0,0,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,19,1,4,0,0,0,1,0,0,1,3060,116,197.9717016
611,11,2,0,1,24,3,0,0,1,0,122,30,2,0,0,0,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,1,2.337,5,117.2693706,132,141.1523999
612,5,1,1,0,0,1,1,0,0,0,132,33,2,0,0,0,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,3,0,0,1,0,1,6.357,0,0,138.357,258.6381882
613,2,2,0,1,31,3,0,0,1,0,47,28,1,20.225,30.595,23.383,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,19,1,4,0,0,0,1,1,7.799,20,562.74,74.799,147.5468938
614,7,1,1,0,16,2,0,1,0,0,129,32,1,11.883,36.156,19.773,4,0,0,0,1,0,0,0,9,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,3,0,0,1,0,1,6.733,2,0,137.733,187.9950135
615,2,2,0,1,2,4,0,0,0,1,109,29,1,11.349,30.796,20.326,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,0,0,12,68.40713283,133,154.1849539
616,0,1,1,0,30,4,0,0,0,1,41,35,1,20.3,38.344,16.57,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,3,0,0,1,0,1,3.92,13,884.408,60,162.6243092
617,10,1,1,0,31,4,0,0,0,1,60,38,2,0,0,0,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,4,0,0,0,1,1,8.541,0,1200,68.541,145.694785
618,13,2,0,1,3,3,0,0,1,0,70,22,1,34.655,27.324,18.51,6,0,0,0,0,0,1,0,20,8,2,0,1,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,17,1,3,0,0,1,0,0,0,7,755.16,77,163.3285269
619,0,1,1,0,15,2,0,1,0,0,48,43,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,12,1,4,0,0,0,1,0,0,7,0,64,87.63374194
620,15,1,1,0,4,3,0,0,1,0,91,52,2,0,0,0,5,0,0,0,0,1,0,0,4.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,3,0,0,1,0,1,4.465,0,1830,95.465,224.3190941
621,2,2,0,1,27,3,0,0,1,0,116,40,1,24.815,24.254,28.104,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,0,0,9,53.74846151,134,200.1269044
622,13,1,1,0,26,2,0,1,0,0,97,24,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,1,3.825,0,63.52090906,100.825,103.6420794
623,14,2,0,1,0,1,1,0,0,0,35,42,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,1,8.103,5,139.2573776,48.103,114.5857697
624,3,2,0,1,0,1,1,0,0,0,84,42,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,1,4.548,30,0,144,152.1548307
625,15,2,0,1,21,2,0,1,0,0,93,46,2,0,0,0,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,14,1,4,0,0,0,1,1,7.825,1,1487.58,101.825,175.8942863
626,15,2,0,1,8,3,0,0,1,0,56,35,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0,18,0,92,122.1032204
627,8,2,0,1,7,4,0,0,0,1,84,35,1,29.256,34.949,22.23,6,0,0,0,0,0,1,0,14,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,2,0,1,0,0,0,0,6,1663.592,91,160.3277892
628,14,1,1,0,0,1,1,0,0,0,130,33,1,27.298,23.723,24.901,6,0,0,0,0,0,1,0,20,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,11,1,2,0,1,0,0,1,5.954,6,2452.74,141.954,180.1997173
629,4,2,0,1,26,3,0,0,1,0,98,46,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,3,0,0,1,0,1,5.646,12,156.3591608,122,192.4591196
630,8,1,1,0,4,4,0,0,0,1,65,20,1,27.492,24.241,21.407,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0,4,117.2693706,73,83.80552068
631,12,1,1,0,0,1,1,0,0,0,90,57,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,0,0,6,87.95202793,102,143.5016772
632,4,2,0,1,12,3,0,0,1,0,124,50,1,29.196,34.566,24.149,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,4,0,0,0,1,0,0,29,0,182,191.6148764
633,13,2,0,1,22,4,0,0,0,1,87,39,1,16.379,35.176,20.159,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,1,5.191,20,0,127,160.4150866
634,6,1,1,0,9,3,0,0,1,0,123,45,1,22.732,30.854,16.49,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,13,1,2,0,1,0,0,1,2.541,0,3330,126,184.6645608
635,2,2,0,1,24,4,0,0,0,1,38,28,2,0,0,0,5,0,0,0,0,1,0,0,6,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,15,1,4,0,0,0,1,1,2.79,4,1020,47,141.9905672
636,13,2,0,1,0,1,1,0,0,0,76,42,1,37.328,33.647,24.648,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,8.213,0,87.95202793,84.213,133.8201381
637,13,1,1,0,0,1,1,0,0,0,125,51,1,27.168,24.167,15.162,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,4,0,0,0,1,1,2.478,20,0,165,163.1195928
638,7,2,0,1,0,1,1,0,0,0,104,34,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,0,0,4,53.74846151,112,124.3382483
639,14,1,1,0,4,2,0,1,0,0,35,20,1,25.375,26.328,22.572,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,0,127.0418181,35,40.31128874
640,11,2,0,1,23,2,0,1,0,0,46,17,1,11.064,33.691,27.934,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0,6,166.1316083,58,27.72788261
641,10,1,1,0,17,3,0,0,1,0,66,58,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,19,1,1,1,0,0,0,0,0,9,721.224,75,114.1095964
642,11,1,1,0,0,1,1,0,0,0,50,25,2,0,0,0,5,0,0,0,0,1,0,0,4.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,11,1,3,0,0,1,0,1,7.406,0,840,57.406,129.5726989
643,13,1,1,0,18,3,0,0,1,0,59,36,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,1,1,0,0,0,1,4.227,9,284.816,72.227,96.50253639
644,8,2,0,1,10,3,0,0,1,0,126,33,2,0,0,0,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,15,1,4,0,0,0,1,1,6.774,9,2855.16,141.774,198.9106586
645,6,2,0,1,25,4,0,0,0,1,79,58,1,33.781,33.499,27.536,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,3,0,0,1,0,1,6.356,5.5,1747.592,90.856,260.7275296
646,7,1,1,0,17,2,0,1,0,0,98,20,2,0,0,0,6,0,0,0,0,0,1,0,20,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,11,1,3,0,0,1,0,0,0,13,1912.74,111,138.7180968
647,4,1,1,0,0,1,1,0,0,0,75,21,2,0,0,0,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,0,0,14,175.9040559,103,71.9486723
648,2,2,0,1,12,2,0,1,0,0,34,35,2,0,0,0,5,0,0,0,0,1,0,0,6,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,11,1,3,0,0,1,0,1,3.402,4,840,45,86.04217743
649,3,2,0,1,0,1,1,0,0,0,105,50,2,0,0,0,5,0,0,0,0,1,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,17,1,3,0,0,1,0,1,6.097,1.5,2772,112.597,284.2391855
650,9,1,1,0,0,1,1,0,0,0,108,28,1,34.79,34.331,25.991,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0,10,185.6765034,128,96.22955981
651,9,2,0,1,0,1,1,0,0,0,89,49,1,28.696,25.155,18.944,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,2130,89,133.1240023
652,11,1,1,0,26,4,0,0,0,1,80,52,1,21.563,32.244,24.847,4,0,0,0,1,0,0,0,5,6,1,1,0,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,12,1,1,1,0,0,0,1,8.723,0,0,88.723,119.4645166
653,6,1,1,0,14,3,0,0,1,0,93,26,1,20.045,31.972,12.212,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,1,5.149,14,97.72447548,121,88.20660382
654,2,1,1,0,0,1,1,0,0,0,129,42,1,16.139,28.894,22.215,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,18,146.5867132,165,139.8743886
655,4,1,1,0,3,2,0,1,0,0,82,19,2,0,0,0,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,11,1,4,0,0,0,1,1,4.004,13,1775.16,99.004,79.68535216
656,9,1,1,0,0,1,1,0,0,0,107,47,1,18.092,23.343,22.988,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,11,146.5867132,129,159.6151622
657,12,1,1,0,0,1,1,0,0,0,76,45,2,0,0,0,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,3,0,0,1,0,1,3.917,0,1456,79.917,196.2064409
658,13,1,1,0,26,4,0,0,0,1,104,25,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0,0,95.28136359,104,106.9626103
659,3,2,0,1,13,3,0,0,1,0,95,32,1,16.818,26.55,18.394,4,0,0,0,1,0,0,0,7,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,4,0,0,0,1,0,0,4,0,102,183.9458965
660,1,2,0,1,0,1,1,0,0,0,107,30,2,0,0,0,6,0,0,0,0,0,1,0,12.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,1,5.692,11.5,2795.184,126.5,186.8238105
661,8,2,0,1,26,4,0,0,0,1,37,51,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0,5,127.0418181,47,85.14693183
662,10,1,1,0,19,2,0,1,0,0,100,37,2,0,0,0,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,11,1,4,0,0,0,1,1,6.013,0,0,106.013,165.3895699
663,4,2,0,1,0,1,1,0,0,0,85,40,1,24.186,27.216,14.485,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,13,1,4,0,0,0,1,1,8.15,5,2310,98.15,192.537461
664,11,2,0,1,18,2,0,1,0,0,84,38,2,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,9,97.72447548,102,103.7136968
665,4,1,1,0,31,2,0,1,0,0,124,52,1,24.016,26.431,18.056,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,3.078,14,131.9280419,152,184.1738309
666,10,2,0,1,16,4,0,0,0,1,58,31,1,34.311,32.267,24.357,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,13,1,4,0,0,0,1,0,0,23,0,104,105.4600457
667,13,1,1,0,23,4,0,0,0,1,57,17,1,11.933,27.443,24.149,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0,4,166.1316083,65,67.18630813
668,13,2,0,1,0,1,1,0,0,0,75,43,1,29.86,25.404,23.962,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,7,146.5867132,89,138.4088147
669,10,1,1,0,0,1,1,0,0,0,109,34,2,0,0,0,4,0,0,0,1,0,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,20,1,4,0,0,0,1,1,8.169,0,0,117.169,164.9458965
670,1,2,0,1,17,4,0,0,0,1,86,29,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,0,0,32,0,150,181.7180968
671,4,2,0,1,7,2,0,1,0,0,56,25,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0,13,83.06580416,82,46.45576523
672,14,2,0,1,32,3,0,0,1,0,131,35,2,0,0,0,5,0,0,0,0,1,0,0,7,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,1,1,0,0,0,0,0,0,3090,131,156.1601742
673,3,2,0,1,20,3,0,0,1,0,132,31,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0,13,156.3591608,158,166.0271062
674,0,2,0,1,15,4,0,0,0,1,78,56,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,0,0,20,195.448951,118,201.731237
675,4,2,0,1,15,3,0,0,1,0,123,23,2,0,0,0,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,3.769,8,117.2693706,139,117.4044375
676,2,2,0,1,11,3,0,0,1,0,105,22,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,20,1,4,0,0,0,1,1,7.575,11,2604,123.575,168.354332
677,14,2,0,1,15,3,0,0,1,0,82,42,1,13.401,30.772,27.117,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,0,0,0,107.496923,82,128.1377359
678,4,2,0,1,6,2,0,1,0,0,81,16,2,0,0,0,4,0,0,0,1,0,0,0,8,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,2,0,1,0,0,1,4.77,4,0,89.77,94.9718532
679,0,1,1,0,5,4,0,0,0,1,131,29,1,12.592,27.248,12.345,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,15,1,3,0,0,1,0,1,7.67,33,0,197,219.7508414
680,6,1,1,0,15,3,0,0,1,0,118,17,2,0,0,0,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,7.448,12,131.9280419,142,146.013698
681,13,2,0,1,20,3,0,0,1,0,83,46,1,32.158,23.853,25.391,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,7.491,0,127.0418181,90.491,162.9574424
682,11,1,1,0,32,2,0,1,0,0,56,48,1,35.045,33.686,16.19,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0,2,127.0418181,60,111.1978337
683,14,1,1,0,4,3,0,0,1,0,131,42,1,11.448,28.204,26.452,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,5.646,0,53.74846151,136.646,160.3999044
684,7,1,1,0,18,4,0,0,0,1,41,57,1,16.359,31.306,23.819,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,18,1,3,0,0,1,0,1,5.679,1,756,47.679,189.3379597
685,12,2,0,1,0,1,1,0,0,0,44,45,2,0,0,0,4,0,0,0,1,0,0,0,8,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,18,1,4,0,0,0,1,0,0,0,0,44,164.3473925
686,12,2,0,1,17,2,0,1,0,0,82,34,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,4.664,1,127.0418181,87.664,85.85143264
687,5,1,1,0,0,1,1,0,0,0,101,51,1,31.064,36.402,23.929,6,0,0,0,0,0,1,0,17,8,2,0,1,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,2,0,1,0,0,1,7.894,12,2172.408,120.894,188.0195714
688,14,2,0,1,7,3,0,0,1,0,47,27,1,30.974,29.514,26.82,5,0,0,0,0,1,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,4,0,0,0,1,0,0,0,570,47,130.7300229
689,3,2,0,1,31,3,0,0,1,0,62,21,1,23.142,34.843,17.77,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,12,1,1,1,0,0,0,1,4.828,30,0,122,128.7050893
690,2,2,0,1,14,4,0,0,0,1,68,38,1,14.58,27.023,24.342,4,0,0,0,1,0,0,0,7,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,17,1,3,0,0,1,0,0,0,5,0,78,220.0233118
691,4,1,1,0,18,4,0,0,0,1,78,43,1,35.604,30.154,27.42,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,1,1,0,0,0,0,0,4,1960,87,112.2942563
692,3,1,1,0,13,4,0,0,0,1,58,58,2,0,0,0,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,1,8.296,3,1560,69.296,193.1032204
693,11,1,1,0,25,3,0,0,1,0,89,28,1,9.985,33.293,15.801,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0,6,124.5987062,101,104.8093507
694,8,2,0,1,0,1,1,0,0,0,42,35,1,23.716,32.03,12.678,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0,9,166.1316083,60,81.39410298
695,15,1,1,0,9,2,0,1,0,0,35,27,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,1,1,0,0,0,1,6.089,0,87.95202793,41.089,41.089
696,11,1,1,0,0,1,1,0,0,0,88,32,1,39.221,30.109,23.154,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,9,146.5867132,106,93.50167719
697,12,1,1,0,0,1,1,0,0,0,43,34,2,0,0,0,6,0,0,0,0,0,1,0,23,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,16,1,2,0,1,0,0,1,4.166,11,-157.26,58.166,127.0916345
698,11,1,1,0,33,3,0,0,1,0,107,32,1,16.633,36.014,24.527,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0,0,107.496923,107,124.6795893
699,3,1,1,0,0,1,1,0,0,0,70,18,1,37.477,36.516,15.409,5,0,0,0,0,1,0,0,5,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,17,1,4,0,0,0,1,1,2.93,2,1920,75,120.5116559
700,10,1,1,0,21,2,0,1,0,0,99,34,1,31.029,38.281,13.347,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,16,1,2,0,1,0,0,1,5.134,0,2212,104.134,114.6642488
701,1,1,1,0,17,4,0,0,0,1,107,52,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,2.27,18,92.8382517,143,197.8689729
702,7,1,1,0,7,4,0,0,0,1,66,34,1,19.321,27.636,16.407,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,17,1,1,1,0,0,0,1,6.095,6,1320,78.095,100.969446
703,3,1,1,0,0,1,1,0,0,0,114,30,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,13,1,2,0,1,0,0,1,2.527,10,2800,128,163.6704005
