DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width
739,9,2,0,1,15,2,0,1,0,0,47,53,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,5.46
740,4,2,0,1,0,1,1,0,0,0,104,56,2,0,0,0,4,0,0,0,1,0,0,0,8,8,2,0,1,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,13,1,1,1,0,0,0,1,7.607
741,5,1,1,0,14,3,0,0,1,0,53,43,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,0,0
742,15,2,0,1,10,3,0,0,1,0,74,42,2,0,0,0,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,0,0
743,10,2,0,1,17,4,0,0,0,1,96,57,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,0,0
744,7,2,0,1,31,2,0,1,0,0,109,22,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,7.295
745,1,2,0,1,16,3,0,0,1,0,121,21,1,19.066,23.219,18.653,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,7.216
746,5,1,1,0,12,4,0,0,0,1,84,41,1,38.926,22.965,23.837,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0
747,5,1,1,0,6,3,0,0,1,0,45,47,1,22.512,32.141,20.533,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,1,4.237
748,12,1,1,0,0,1,1,0,0,0,50,32,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,1,6.426
749,12,1,1,0,28,3,0,0,1,0,65,29,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,4.081
750,14,2,0,1,2,4,0,0,0,1,93,25,2,0,0,0,5,0,0,0,0,1,0,0,8,7,1,1,0,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,12,1,2,0,1,0,0,0,0
751,0,1,1,0,0,1,1,0,0,0,81,16,2,0,0,0,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0
752,2,2,0,1,31,4,0,0,0,1,131,34,1,17.507,30.801,15.174,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,12,1,1,1,0,0,0,0,0
753,4,1,1,0,23,4,0,0,0,1,75,30,1,26.943,37.628,15.373,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,1,1,0,0,0,1,5.007
754,4,2,0,1,0,1,1,0,0,0,90,51,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,7.682
755,9,1,1,0,30,4,0,0,0,1,54,32,1,11.978,32.989,25.715,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0
756,9,1,1,0,25,2,0,1,0,0,90,53,2,0,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,2,0,1,0,0,1,4.184
757,14,2,0,1,1,3,0,0,1,0,80,32,2,0,0,0,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,2,0,1,0,0,0,0
758,0,1,1,0,0,1,1,0,0,0,105,47,1,33.846,22.904,13.183,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,3,0,0,1,0,0,0
759,13,2,0,1,2,2,0,1,0,0,74,25,1,24.261,27.425,26.808,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0
760,13,2,0,1,0,1,1,0,0,0,65,42,1,22.972,36.151,20.81,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,11,1,3,0,0,1,0,0,0
761,4,2,0,1,0,1,1,0,0,0,39,26,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,1,2.133
762,3,1,1,0,13,3,0,0,1,0,65,41,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0
763,0,2,0,1,8,2,0,1,0,0,113,34,1,22.862,34.759,23.151,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,1,1,0,0,0,0,0
764,12,1,1,0,8,2,0,1,0,0,58,58,1,21.603,34.851,12.12,5,0,0,0,0,1,0,0,5.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,19,1,3,0,0,1,0,0,0
765,15,1,1,0,29,4,0,0,0,1,70,38,1,10.19,36.289,26.874,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,3,0,0,1,0,0,0
766,15,1,1,0,31,4,0,0,0,1,55,29,1,34.176,28.154,27.126,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,2,0,1,0,0,1,3.683
767,6,2,0,1,27,2,0,1,0,0,129,26,1,39.281,26.067,27.896,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,3,0,0,1,0,1,6.548
768,10,1,1,0,5,4,0,0,0,1,111,46,1,24.67,34.64,22.607,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,0,0,0
769,6,1,1,0,0,1,1,0,0,0,75,38,1,15.929,29.639,25.421,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,0,0
770,7,2,0,1,0,1,1,0,0,0,39,38,2,0,0,0,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0
771,6,2,0,1,20,4,0,0,0,1,42,27,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,13,1,2,0,1,0,0,1,8.139
772,1,2,0,1,4,4,0,0,0,1,68,41,1,17.572,24.178,27.506,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,11,1,3,0,0,1,0,0,0
773,14,1,1,0,1,4,0,0,0,1,78,39,1,31.983,33.158,18.831,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,13,1,3,0,0,1,0,1,3.739
774,15,2,0,1,18,2,0,1,0,0,104,49,1,31.319,25.892,28.193,5,0,0,0,0,1,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,1,1,0,0,0,1,4.441
775,12,1,1,0,10,4,0,0,0,1,95,16,1,12.602,29.271,13.457,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0
776,8,2,0,1,20,4,0,0,0,1,83,19,1,34.116,36.022,18.136,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,20,1,4,0,0,0,1,0,0
777,11,2,0,1,27,3,0,0,1,0,126,54,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0
778,1,2,0,1,19,3,0,0,1,0,80,16,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0
779,14,2,0,1,28,3,0,0,1,0,111,31,1,12.542,31.205,17.28,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,2.276
780,4,2,0,1,6,3,0,0,1,0,54,35,1,29.875,31.258,16.475,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,0,0
781,7,1,1,0,11,4,0,0,0,1,61,39,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,8.091
782,1,2,0,1,13,4,0,0,0,1,42,48,2,0,0,0,5,0,0,0,0,1,0,0,7,8,2,0,1,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,11,1,2,0,1,0,0,0,0
783,14,1,1,0,2,3,0,0,1,0,99,33,1,25.674,33.071,12.47,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0
784,3,1,1,0,17,2,0,1,0,0,46,51,2,0,0,0,6,0,0,0,0,0,1,0,19,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,14,1,4,0,0,0,1,0,0
785,14,2,0,1,23,3,0,0,1,0,89,43,1,13.117,27.546,13.439,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,7.713
786,0,2,0,1,0,1,1,0,0,0,73,45,1,31.793,37.625,21.193,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,4,0,0,0,1,0,0
787,7,2,0,1,29,2,0,1,0,0,57,25,2,0,0,0,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,0,0
788,9,1,1,0,9,2,0,1,0,0,113,26,1,25.664,27.081,16.38,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,1,1,0,0,0,0,0
789,9,2,0,1,0,1,1,0,0,0,44,34,1,24.815,32.437,21.309,5,0,0,0,0,1,0,0,8,7,1,1,0,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,17,1,4,0,0,0,1,0,0
790,10,2,0,1,29,2,0,1,0,0,112,24,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,13,1,2,0,1,0,0,0,0
791,7,1,1,0,0,1,1,0,0,0,65,44,2,0,0,0,4,0,0,0,1,0,0,0,9,7,1,1,0,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,16,1,4,0,0,0,1,0,0
792,1,1,1,0,31,2,0,1,0,0,43,33,1,28.971,37.271,15.911,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,2.412
793,8,2,0,1,7,3,0,0,1,0,37,47,1,38.736,33.396,24.598,6,0,0,0,0,0,1,0,20,8,2,0,1,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,1,1,0,0,0,0,0
794,2,1,1,0,13,4,0,0,0,1,119,58,1,33.536,37.903,16.891,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0
795,10,1,1,0,3,4,0,0,0,1,114,19,2,0,0,0,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,0,0
796,5,1,1,0,14,4,0,0,0,1,123,44,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,1,3.603
797,6,1,1,0,0,1,1,0,0,0,94,53,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,19,1,4,0,0,0,1,0,0
798,0,1,1,0,0,1,1,0,0,0,131,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0
799,7,2,0,1,30,2,0,1,0,0,112,43,1,15.499,30.125,16.009,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,19,1,4,0,0,0,1,0,0
800,10,1,1,0,16,2,0,1,0,0,98,36,1,28.062,36.254,23.959,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,0,0
801,7,1,1,0,15,3,0,0,1,0,110,53,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,16,1,1,1,0,0,0,1,7.398
802,1,2,0,1,27,3,0,0,1,0,109,57,1,37.502,31.731,12.562,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,6.762
803,5,1,1,0,17,3,0,0,1,0,85,50,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,2,0,1,0,0,1,2.952
804,15,1,1,0,18,4,0,0,0,1,107,55,1,39.256,35.411,21.044,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0
805,12,1,1,0,3,2,0,1,0,0,132,36,1,19.4,36.719,17.788,6,0,0,0,0,0,1,0,23,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,19,1,3,0,0,1,0,1,8.49
806,7,1,1,0,3,4,0,0,0,1,132,58,2,0,0,0,4,0,0,0,1,0,0,0,4.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,14,1,2,0,1,0,0,0,0
807,6,1,1,0,0,1,1,0,0,0,60,16,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,0,0
808,1,2,0,1,0,1,1,0,0,0,95,37,1,30.494,28.78,23.285,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0
809,10,2,0,1,0,1,1,0,0,0,73,44,2,0,0,0,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0
810,4,1,1,0,5,4,0,0,0,1,74,50,2,0,0,0,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,14,1,2,0,1,0,0,1,4.085
811,2,1,1,0,0,1,1,0,0,0,35,20,1,19.97,25.884,14.648,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,16,1,2,0,1,0,0,0,0
812,4,1,1,0,0,3,0,0,1,0,96,46,2,0,0,0,6,0,0,0,0,0,1,0,12.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,14,1,2,0,1,0,0,0,0
813,4,2,0,1,20,2,0,1,0,0,96,29,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,8.503
814,15,1,1,0,13,3,0,0,1,0,79,55,1,16.054,31.538,21.042,6,0,0,0,0,0,1,0,23,7,1,1,0,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,17,1,4,0,0,0,1,1,4.2
815,5,1,1,0,0,1,1,0,0,0,104,52,1,21.843,35.898,19.645,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,20,1,4,0,0,0,1,0,0
816,13,2,0,1,31,4,0,0,0,1,80,26,2,0,0,0,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,15,1,1,1,0,0,0,1,7.945
817,9,1,1,0,12,2,0,1,0,0,62,27,2,0,0,0,4,0,0,0,1,0,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,18,1,1,1,0,0,0,0,0
818,7,2,0,1,0,1,1,0,0,0,85,23,2,0,0,0,4,0,0,0,1,0,0,0,6,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,15,1,4,0,0,0,1,1,5.718
819,12,1,1,0,5,2,0,1,0,0,127,44,1,27.712,25.76,19.342,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,4.563
820,15,1,1,0,32,4,0,0,0,1,119,47,1,32.298,24.159,20.949,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0
821,9,2,0,1,26,4,0,0,0,1,46,40,2,0,0,0,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0
822,3,2,0,1,26,4,0,0,0,1,76,21,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,1,5.005
823,14,1,1,0,0,3,0,0,1,0,90,34,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0
824,13,2,0,1,10,4,0,0,0,1,83,46,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,1,1,0,0,0,0,0
825,4,2,0,1,33,3,0,0,1,0,44,55,1,10.604,27.081,25.403,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,13,1,1,1,0,0,0,0,0
826,3,1,1,0,0,1,1,0,0,0,86,48,1,32.323,23.771,17.224,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,1,3.984
827,5,2,0,1,13,2,0,1,0,0,78,43,2,0,0,0,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,20,1,2,0,1,0,0,0,0
828,3,2,0,1,7,3,0,0,1,0,70,34,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,4,0,0,0,1,1,2.369
829,8,1,1,0,29,4,0,0,0,1,112,36,1,31.543,31.155,28.27,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0
830,12,1,1,0,0,1,1,0,0,0,127,23,1,29.765,30.574,14.072,5,0,0,0,0,1,0,0,4.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,3,0,0,1,0,1,8.629
831,5,1,1,0,0,1,1,0,0,0,78,45,1,16.573,31.839,15.899,6,0,0,0,0,0,1,0,12.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,2,0,1,0,0,1,7.774
832,15,1,1,0,0,1,1,0,0,0,127,34,1,30.429,28.666,13.201,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,0,0
833,13,2,0,1,0,1,1,0,0,0,118,24,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,0,0
834,7,2,0,1,10,4,0,0,0,1,116,20,1,16.393,37.456,12.616,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,6.574
835,7,2,0,1,15,4,0,0,0,1,34,45,1,14.59,32.68,11.739,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0
836,4,2,0,1,29,4,0,0,0,1,103,28,2,0,0,0,5,0,0,0,0,1,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,17,1,1,1,0,0,0,1,2.534
837,14,1,1,0,0,1,1,0,0,0,112,31,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,0,0
838,8,2,0,1,11,3,0,0,1,0,99,26,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,1,8.318
839,11,2,0,1,0,1,1,0,0,0,44,50,2,0,0,0,5,0,0,0,0,1,0,0,7,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,15,1,4,0,0,0,1,0,0
840,1,2,0,1,22,4,0,0,0,1,114,56,2,0,0,0,5,0,0,0,0,1,0,0,4.5,8,3,0,0,1,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,11,1,1,1,0,0,0,1,3.367
841,1,2,0,1,0,1,1,0,0,0,50,35,1,23.781,35.847,11.742,4,0,0,0,1,0,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,4,0,0,0,1,0,0
842,5,1,1,0,0,1,1,0,0,0,113,41,1,23.102,28.37,25.721,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0
843,6,2,0,1,12,2,0,1,0,0,118,32,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,19,1,1,1,0,0,0,1,5.983
844,3,1,1,0,32,3,0,0,1,0,122,53,1,30.824,30.035,12.732,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,8.103
845,12,1,1,0,0,1,1,0,0,0,89,58,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,14,1,1,1,0,0,0,1,4.097
846,14,1,1,0,0,1,1,0,0,0,121,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,5.854
847,13,1,1,0,9,3,0,0,1,0,86,38,1,14.071,35.364,22.527,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0
848,11,2,0,1,21,4,0,0,0,1,131,49,2,0,0,0,6,0,0,0,0,0,1,0,12.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,14,1,1,1,0,0,0,1,7.663
849,10,2,0,1,8,3,0,0,1,0,124,34,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,1,3.664
850,4,2,0,1,5,4,0,0,0,1,35,36,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,3,0,0,1,0,1,5.125
851,10,2,0,1,6,4,0,0,0,1,41,48,1,25.035,33.544,19.773,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,3,0,0,1,0,1,2.575
852,4,1,1,0,4,4,0,0,0,1,66,57,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,6.171
853,10,2,0,1,0,1,1,0,0,0,107,27,2,0,0,0,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,3,0,0,1,0,1,3.129
