DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width
116,3,1,1,0,19,3,0,0,1,0,82,30,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,7.441
117,13,1,1,0,23,3,0,0,1,0,128,25,2,0,0,0,5,0,0,0,0,1,0,0,7,8,2,0,1,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,11,1,1,1,0,0,0,1,2.173
118,5,1,1,0,8,2,0,1,0,0,73,37,1,22.837,32.973,22.572,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,1,7.284
119,9,1,1,0,5,2,0,1,0,0,98,55,2,0,0,0,4,0,0,0,1,0,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,15,1,3,0,0,1,0,0,0
120,11,1,1,0,0,1,1,0,0,0,66,39,1,39.76,34.164,19.826,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,14,1,2,0,1,0,0,1,3.753
121,2,1,1,0,0,1,1,0,0,0,119,45,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,20,1,2,0,1,0,0,0,0
122,4,1,1,0,25,2,0,1,0,0,52,54,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,0,0
123,4,2,0,1,9,2,0,1,0,0,44,46,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,1,6.827
124,2,1,1,0,7,4,0,0,0,1,112,28,1,16.983,33.039,23.094,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0
125,5,2,0,1,32,2,0,1,0,0,114,23,2,0,0,0,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,0,0
126,6,2,0,1,27,2,0,1,0,0,46,27,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,1,8.028
127,10,2,0,1,9,4,0,0,0,1,53,55,2,0,0,0,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,3,0,0,1,0,1,6.055
128,15,1,1,0,1,2,0,1,0,0,106,26,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,1,2.768
129,3,1,1,0,0,4,0,0,0,1,78,48,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,1,5.34
130,7,1,1,0,0,1,1,0,0,0,55,38,2,0,0,0,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,6.218
131,15,1,1,0,14,4,0,0,0,1,98,55,1,39.62,24.04,28.344,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,18,1,2,0,1,0,0,1,3.276
132,0,1,1,0,30,3,0,0,1,0,89,51,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,3,0,0,1,0,0,0
133,6,2,0,1,0,1,1,0,0,0,89,55,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0
134,10,2,0,1,0,1,1,0,0,0,84,28,1,25.115,37.11,28.736,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0
135,3,1,1,0,0,1,1,0,0,0,126,48,1,34.785,35.438,27.242,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,1,2.699
136,15,2,0,1,5,3,0,0,1,0,37,38,1,26.224,31.221,16.208,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,17,1,3,0,0,1,0,0,0
137,1,1,1,0,12,4,0,0,0,1,68,30,1,29.635,35.324,16.353,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,0,0
138,9,2,0,1,15,3,0,0,1,0,76,28,2,0,0,0,2,0,1,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,6.441
139,10,1,1,0,1,2,0,1,0,0,81,31,1,32.243,29.007,27.952,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,1,7.117
140,0,2,0,1,2,4,0,0,0,1,109,43,2,0,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,2,0,1,0,0,1,6.01
141,11,1,1,0,33,3,0,0,1,0,60,42,2,0,0,0,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,2.875
142,8,1,1,0,21,4,0,0,0,1,59,55,1,21.628,24.661,18.997,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0
143,4,1,1,0,2,2,0,1,0,0,81,46,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,1,8.589
144,2,2,0,1,0,1,1,0,0,0,65,26,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0
145,9,2,0,1,0,4,0,0,0,1,111,28,2,0,0,0,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,1,3.846
146,10,1,1,0,9,2,0,1,0,0,72,56,1,16.164,33.425,13.62,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,8.633
147,6,1,1,0,0,1,1,0,0,0,88,24,1,28.591,28.442,24.871,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,4,0,0,0,1,1,3.245
148,3,1,1,0,24,2,0,1,0,0,128,50,1,29.59,30.244,18.406,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,1,1,0,0,0,1,2.539
149,13,2,0,1,0,1,1,0,0,0,101,53,1,21.468,29.723,28.766,4,0,0,0,1,0,0,0,9,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,4,0,0,0,1,0,0
150,12,2,0,1,0,1,1,0,0,0,62,42,1,23.102,25.586,21.098,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,1,1,0,0,0,1,2.421
151,2,1,1,0,3,3,0,0,1,0,73,50,2,0,0,0,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,17,1,4,0,0,0,1,0,0
152,11,1,1,0,30,2,0,1,0,0,96,54,1,28.516,33.686,24.372,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,15,1,3,0,0,1,0,0,0
153,9,1,1,0,0,1,1,0,0,0,42,28,1,26.174,28.437,28.341,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,3,0,0,1,0,1,7.688
154,13,1,1,0,0,1,1,0,0,0,112,28,1,23.671,29.351,18.68,5,0,0,0,0,1,0,0,7,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,12,1,4,0,0,0,1,0,0
155,9,1,1,0,31,3,0,0,1,0,80,22,1,18.047,30.13,19.143,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,20,1,1,1,0,0,0,1,2.084
156,14,1,1,0,18,2,0,1,0,0,74,45,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0
157,9,2,0,1,0,1,1,0,0,0,90,58,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,13,1,2,0,1,0,0,1,8.672
158,4,1,1,0,11,2,0,1,0,0,69,22,1,17.228,37.979,11.831,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0
159,7,2,0,1,23,4,0,0,0,1,120,47,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,0,0
160,13,1,1,0,25,2,0,1,0,0,123,37,2,0,0,0,4,0,0,0,1,0,0,0,8,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,2,0,1,0,0,1,6.457
161,1,2,0,1,12,3,0,0,1,0,68,52,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,2,0,1,0,0,0,0
162,1,1,1,0,5,2,0,1,0,0,88,48,1,19.615,29.578,14.369,5,0,0,0,0,1,0,0,8,8,2,0,1,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,11,1,1,1,0,0,0,0,0
163,12,2,0,1,25,2,0,1,0,0,83,41,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,17,1,3,0,0,1,0,1,2.516
164,11,2,0,1,30,2,0,1,0,0,68,47,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,13,1,4,0,0,0,1,0,0
165,2,1,1,0,9,3,0,0,1,0,35,53,2,0,0,0,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0
166,1,1,1,0,0,1,1,0,0,0,49,44,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,4.405
167,11,1,1,0,15,3,0,0,1,0,68,25,1,37.852,35.797,15.952,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,13,1,1,1,0,0,0,1,6.829
168,4,1,1,0,8,3,0,0,1,0,34,21,1,9.915,37.903,22.649,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,15,1,4,0,0,0,1,0,0
169,8,2,0,1,3,2,0,1,0,0,88,44,2,0,0,0,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,1,2.725
170,15,1,1,0,19,2,0,1,0,0,76,27,2,0,0,0,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,14,1,1,1,0,0,0,1,3.898
171,11,2,0,1,3,2,0,1,0,0,61,30,2,0,0,0,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,3,0,0,1,0,1,7.746
172,9,2,0,1,32,2,0,1,0,0,109,21,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0
173,4,1,1,0,0,1,1,0,0,0,90,30,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,2,0,1,0,0,0,0
174,15,1,1,0,14,2,0,1,0,0,65,44,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,1,7.197
175,3,1,1,0,1,3,0,0,1,0,91,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0
176,5,2,0,1,12,2,0,1,0,0,108,23,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0
177,4,1,1,0,5,4,0,0,0,1,77,40,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,5.811
178,7,2,0,1,8,3,0,0,1,0,81,50,1,27.527,36.186,14.687,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,4,0,0,0,1,0,0
179,6,1,1,0,21,4,0,0,0,1,123,58,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,6.267
180,1,1,1,0,11,4,0,0,0,1,36,58,1,32.387,33.578,18.311,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,1,2.159
181,10,1,1,0,11,3,0,0,1,0,91,57,2,0,0,0,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,8.591
182,4,2,0,1,23,4,0,0,0,1,76,30,2,0,0,0,4,0,0,0,1,0,0,0,6,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,13,1,2,0,1,0,0,0,0
183,0,2,0,1,5,4,0,0,0,1,49,52,1,39.865,29.908,16.609,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,3,0,0,1,0,0,0
184,6,2,0,1,31,4,0,0,0,1,128,34,1,24.91,31.388,11.594,6,0,0,0,0,0,1,0,11.5,8,3,0,0,1,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,0,0,0,1,1,6.35
185,1,2,0,1,33,3,0,0,1,0,80,52,1,16.209,28.828,28.341,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0
186,13,1,1,0,23,4,0,0,0,1,90,49,1,21.533,25.419,21.345,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,0,0
187,9,2,0,1,11,4,0,0,0,1,37,44,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,1,7.147
188,8,2,0,1,20,4,0,0,0,1,122,37,1,37.397,26.917,29.126,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,0,0,0,1,0,0
189,11,2,0,1,29,4,0,0,0,1,103,46,1,10.574,35.089,21.288,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0
190,12,2,0,1,0,1,1,0,0,0,43,21,2,0,0,0,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,1,1,0,0,0,0,0
191,11,1,1,0,27,4,0,0,0,1,54,48,1,29.131,24.875,21.891,4,0,0,0,1,0,0,0,5,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,20,1,4,0,0,0,1,0,0
192,11,2,0,1,23,4,0,0,0,1,38,43,2,0,0,0,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,20,1,3,0,0,1,0,0,0
193,14,1,1,0,2,4,0,0,0,1,118,29,1,30.529,36.067,28.193,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,0,0
194,15,1,1,0,26,4,0,0,0,1,51,39,2,0,0,0,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,3,0,0,1,0,1,5.043
195,0,2,0,1,12,4,0,0,0,1,131,17,1,25.205,23.583,22.687,4,0,0,0,1,0,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,11,1,1,1,0,0,0,0,0
196,15,2,0,1,20,3,0,0,1,0,106,48,1,36.164,26.135,24.007,6,0,0,0,0,0,1,0,20,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,3,0,0,1,0,1,3.612
197,0,2,0,1,0,1,1,0,0,0,73,27,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,4.785
198,11,2,0,1,11,2,0,1,0,0,51,57,1,33.916,30.201,14.395,6,0,0,0,0,0,1,0,16,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,12,1,1,1,0,0,0,1,3.821
199,14,2,0,1,11,4,0,0,0,1,103,48,1,32.827,23.026,16.505,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,2,0,1,0,0,0,0
200,8,1,1,0,0,1,1,0,0,0,66,27,1,16.074,31.324,15.759,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,2.878
201,9,2,0,1,0,1,1,0,0,0,123,16,2,0,0,0,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,0,0,0,1,1,5.396
202,10,2,0,1,0,1,1,0,0,0,94,53,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,3,0,0,1,0,0,0
203,7,1,1,0,10,2,0,1,0,0,74,54,1,29.99,24.217,28.799,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0
204,3,1,1,0,19,4,0,0,0,1,40,29,2,0,0,0,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,17,1,1,1,0,0,0,1,7.12
205,8,1,1,0,14,4,0,0,0,1,47,22,1,38.202,35.43,16.725,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0
206,6,2,0,1,17,2,0,1,0,0,117,42,2,0,0,0,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,2,0,1,0,0,1,5.498
207,4,1,1,0,4,2,0,1,0,0,112,21,1,34.021,37.567,21.556,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,0,0
208,14,2,0,1,0,1,1,0,0,0,95,28,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0
209,1,1,1,0,0,1,1,0,0,0,54,49,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,0,0
210,6,1,1,0,13,2,0,1,0,0,62,26,1,37.537,34.857,28.029,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,19,1,3,0,0,1,0,0,0
211,8,1,1,0,17,3,0,0,1,0,84,55,1,32.437,24.373,15.673,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,1,1,0,0,0,0,0
212,8,1,1,0,0,2,0,1,0,0,75,47,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,1,1,0,0,0,0,0
213,0,1,1,0,18,2,0,1,0,0,122,48,1,32.822,28.178,19.725,6,0,0,0,0,0,1,0,11.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
214,13,2,0,1,0,3,0,0,1,0,92,16,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,3,0,0,1,0,0,0
215,2,1,1,0,0,1,1,0,0,0,107,24,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,1,4.604
216,11,1,1,0,7,3,0,0,1,0,120,23,2,0,0,0,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,15,1,1,1,0,0,0,1,7.402
217,11,2,0,1,1,2,0,1,0,0,47,17,1,15.794,36.767,19.306,4,0,0,0,1,0,0,0,8,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,20,1,1,1,0,0,0,1,6.283
218,1,2,0,1,10,4,0,0,0,1,35,18,1,39.745,25.53,16.998,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,1,5.234
219,10,2,0,1,9,4,0,0,0,1,117,55,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,8.06
220,5,1,1,0,6,4,0,0,0,1,65,37,2,0,0,0,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,2,0,1,0,0,1,5.551
221,12,1,1,0,0,1,1,0,0,0,103,50,1,31.378,25.676,17.215,4,0,0,0,1,0,0,0,5.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,13,1,4,0,0,0,1,1,8.08
222,7,1,1,0,27,4,0,0,0,1,109,41,2,0,0,0,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,3,0,0,1,0,1,7.354
223,10,1,1,0,6,4,0,0,0,1,36,32,1,20.195,24.759,18.644,5,0,0,0,0,1,0,0,8,8,2,0,1,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,2,0,1,0,0,0,0
224,3,2,0,1,0,1,1,0,0,0,73,21,1,32.353,25.528,21.811,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,12,1,2,0,1,0,0,1,8.543
225,12,2,0,1,0,4,0,0,0,1,56,27,1,37.952,34.098,19.844,4,0,0,0,1,0,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,20,1,2,0,1,0,0,1,3.244
226,13,2,0,1,12,3,0,0,1,0,79,41,1,26.763,24.363,28.796,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,3,0,0,1,0,1,3.338
227,0,1,1,0,0,1,1,0,0,0,60,37,1,39.69,32.077,21.787,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,8.715
228,8,1,1,0,0,1,1,0,0,0,92,22,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,0,0
229,3,1,1,0,0,1,1,0,0,0,61,21,2,0,0,0,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,14,1,3,0,0,1,0,1,3.578
230,8,1,1,0,0,2,0,1,0,0,45,16,1,26.903,27.726,23.534,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,7.655
